ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval,FNS31573,31573.TXT,0.53048,0.21716,0.30817,4

ROUGE-2+StopWordRemoval,FNS31573,31573.TXT,0.28050,0.11204,0.16012,4

ROUGE-SU4+StopWordRemoval,FNS31573,31573.TXT,0.33341,0.13667,0.19387,4

ROUGE-L+StopWordRemoval,FNS32543,32543.TXT,0.46539,0.35719,0.40417,4

ROUGE-1+StopWordRemoval,FNS32543,32543.TXT,0.52039,0.26711,0.35302,4

ROUGE-2+StopWordRemoval,FNS32543,32543.TXT,0.18821,0.10601,0.13562,4

ROUGE-SU4+StopWordRemoval,FNS32543,32543.TXT,0.28610,0.15457,0.20071,4

ROUGE-L+StopWordRemoval,FNS31333,31333.TXT,0.43321,0.18152,0.25584,3

ROUGE-1+StopWordRemoval,FNS31333,31333.TXT,0.56285,0.14628,0.23221,3

ROUGE-2+StopWordRemoval,FNS31333,31333.TXT,0.17735,0.04347,0.06982,3

ROUGE-SU4+StopWordRemoval,FNS31333,31333.TXT,0.29279,0.07267,0.11644,3

ROUGE-L+StopWordRemoval,FNS32424,32424.TXT,0.49805,0.19382,0.27904,4

ROUGE-1+StopWordRemoval,FNS32424,32424.TXT,0.55106,0.14434,0.22876,4

ROUGE-2+StopWordRemoval,FNS32424,32424.TXT,0.19900,0.04443,0.07265,4

ROUGE-SU4+StopWordRemoval,FNS32424,32424.TXT,0.31046,0.06872,0.11253,4

ROUGE-L+StopWordRemoval,FNS32545,32545.TXT,0.41469,0.23600,0.30081,4

ROUGE-1+StopWordRemoval,FNS32545,32545.TXT,0.44651,0.18181,0.25840,4

ROUGE-2+StopWordRemoval,FNS32545,32545.TXT,0.13587,0.05399,0.07727,4

ROUGE-SU4+StopWordRemoval,FNS32545,32545.TXT,0.23407,0.08977,0.12977,4

ROUGE-L+StopWordRemoval,FNS31336,31336.TXT,0.57261,0.26770,0.36484,4

ROUGE-1+StopWordRemoval,FNS31336,31336.TXT,0.56705,0.21822,0.31516,4

ROUGE-2+StopWordRemoval,FNS31336,31336.TXT,0.23576,0.10551,0.14578,4

ROUGE-SU4+StopWordRemoval,FNS31336,31336.TXT,0.35455,0.13345,0.19391,4

ROUGE-L+StopWordRemoval,FNS31699,31699.TXT,0.65353,0.13307,0.22112,3

ROUGE-1+StopWordRemoval,FNS31699,31699.TXT,0.69553,0.06888,0.12535,3

ROUGE-2+StopWordRemoval,FNS31699,31699.TXT,0.34825,0.03288,0.06008,3

ROUGE-SU4+StopWordRemoval,FNS31699,31699.TXT,0.43991,0.04254,0.07759,3

ROUGE-L+StopWordRemoval,FNS30920,30920.TXT,0.48514,0.22067,0.30335,3

ROUGE-1+StopWordRemoval,FNS30920,30920.TXT,0.55400,0.15199,0.23853,3

ROUGE-2+StopWordRemoval,FNS30920,30920.TXT,0.17637,0.04338,0.06963,3

ROUGE-SU4+StopWordRemoval,FNS30920,30920.TXT,0.30302,0.06955,0.11314,3

ROUGE-L+StopWordRemoval,FNS32548,32548.TXT,0.54616,0.25187,0.34475,3

ROUGE-1+StopWordRemoval,FNS32548,32548.TXT,0.65553,0.18042,0.28296,3

ROUGE-2+StopWordRemoval,FNS32548,32548.TXT,0.25815,0.06133,0.09912,3

ROUGE-SU4+StopWordRemoval,FNS32548,32548.TXT,0.38729,0.09231,0.14909,3

ROUGE-L+StopWordRemoval,FNS32540,32540.TXT,0.66129,0.18555,0.28979,3

ROUGE-1+StopWordRemoval,FNS32540,32540.TXT,0.60117,0.14786,0.23735,3

ROUGE-2+StopWordRemoval,FNS32540,32540.TXT,0.35034,0.07188,0.11928,3

ROUGE-SU4+StopWordRemoval,FNS32540,32540.TXT,0.39505,0.09510,0.15330,3

ROUGE-L+StopWordRemoval,FNS30800,30800.TXT,0.39117,0.28926,0.33258,3

ROUGE-1+StopWordRemoval,FNS30800,30800.TXT,0.43780,0.19944,0.27404,3

ROUGE-2+StopWordRemoval,FNS30800,30800.TXT,0.14578,0.05259,0.07729,3

ROUGE-SU4+StopWordRemoval,FNS30800,30800.TXT,0.25178,0.08915,0.13167,3

ROUGE-L+StopWordRemoval,FNS30922,30922.TXT,0.50058,0.23862,0.32319,3

ROUGE-1+StopWordRemoval,FNS30922,30922.TXT,0.57759,0.16774,0.25998,3

ROUGE-2+StopWordRemoval,FNS30922,30922.TXT,0.22459,0.06242,0.09769,3

ROUGE-SU4+StopWordRemoval,FNS30922,30922.TXT,0.32861,0.08855,0.13951,3

ROUGE-L+StopWordRemoval,FNS30924,30924.TXT,0.52818,0.16088,0.24664,3

ROUGE-1+StopWordRemoval,FNS30924,30924.TXT,0.64776,0.08508,0.15040,3

ROUGE-2+StopWordRemoval,FNS30924,30924.TXT,0.21174,0.02784,0.04921,3

ROUGE-SU4+StopWordRemoval,FNS30924,30924.TXT,0.31775,0.04211,0.07437,3

ROUGE-L+StopWordRemoval,FNS30927,30927.TXT,0.50655,0.28928,0.36826,3

ROUGE-1+StopWordRemoval,FNS30927,30927.TXT,0.61502,0.19790,0.29944,3

ROUGE-2+StopWordRemoval,FNS30927,30927.TXT,0.23742,0.06761,0.10525,3

ROUGE-SU4+StopWordRemoval,FNS30927,30927.TXT,0.35298,0.10192,0.15818,3

ROUGE-L+StopWordRemoval,FNS30808,30808.TXT,0.50410,0.23617,0.32165,6

ROUGE-1+StopWordRemoval,FNS30808,30808.TXT,0.50334,0.19221,0.27819,6

ROUGE-2+StopWordRemoval,FNS30808,30808.TXT,0.17277,0.06347,0.09284,6

ROUGE-SU4+StopWordRemoval,FNS30808,30808.TXT,0.25669,0.09681,0.14059,6

ROUGE-L+StopWordRemoval,FNS31661,31661.TXT,0.48354,0.28174,0.35603,3

ROUGE-1+StopWordRemoval,FNS31661,31661.TXT,0.51004,0.18126,0.26746,3

ROUGE-2+StopWordRemoval,FNS31661,31661.TXT,0.17884,0.05938,0.08916,3

ROUGE-SU4+StopWordRemoval,FNS31661,31661.TXT,0.28654,0.08878,0.13556,3

ROUGE-L+StopWordRemoval,FNS31540,31540.TXT,0.47796,0.23951,0.31911,3

ROUGE-1+StopWordRemoval,FNS31540,31540.TXT,0.60895,0.20220,0.30359,3

ROUGE-2+StopWordRemoval,FNS31540,31540.TXT,0.18059,0.06624,0.09693,3

ROUGE-SU4+StopWordRemoval,FNS31540,31540.TXT,0.30211,0.11170,0.16310,3

ROUGE-L+StopWordRemoval,FNS31784,31784.TXT,0.56891,0.25017,0.34752,3

ROUGE-1+StopWordRemoval,FNS31784,31784.TXT,0.60795,0.22454,0.32796,3

ROUGE-2+StopWordRemoval,FNS31784,31784.TXT,0.28059,0.09984,0.14728,3

ROUGE-SU4+StopWordRemoval,FNS31784,31784.TXT,0.35982,0.12780,0.18861,3

ROUGE-L+StopWordRemoval,FNS31664,31664.TXT,0.49526,0.34693,0.40803,3

ROUGE-1+StopWordRemoval,FNS31664,31664.TXT,0.42580,0.26516,0.32681,3

ROUGE-2+StopWordRemoval,FNS31664,31664.TXT,0.17118,0.11453,0.13724,3

ROUGE-SU4+StopWordRemoval,FNS31664,31664.TXT,0.22754,0.15505,0.18443,3

ROUGE-L+StopWordRemoval,FNS32874,32874.TXT,0.48577,0.25394,0.33352,4

ROUGE-1+StopWordRemoval,FNS32874,32874.TXT,0.52241,0.18299,0.27104,4

ROUGE-2+StopWordRemoval,FNS32874,32874.TXT,0.18835,0.06011,0.09114,4

ROUGE-SU4+StopWordRemoval,FNS32874,32874.TXT,0.30286,0.09615,0.14596,4

ROUGE-L+StopWordRemoval,FNS31424,31424.TXT,0.53140,0.27846,0.36543,3

ROUGE-1+StopWordRemoval,FNS31424,31424.TXT,0.50744,0.22463,0.31140,3

ROUGE-2+StopWordRemoval,FNS31424,31424.TXT,0.24142,0.10525,0.14659,3

ROUGE-SU4+StopWordRemoval,FNS31424,31424.TXT,0.30540,0.13308,0.18538,3

ROUGE-L+StopWordRemoval,FNS31546,31546.TXT,0.64996,0.13268,0.22037,4

ROUGE-1+StopWordRemoval,FNS31546,31546.TXT,0.67585,0.08456,0.15031,4

ROUGE-2+StopWordRemoval,FNS31546,31546.TXT,0.32445,0.03326,0.06034,4

ROUGE-SU4+StopWordRemoval,FNS31546,31546.TXT,0.43963,0.04458,0.08094,4

ROUGE-L+StopWordRemoval,FNS32071,32071.TXT,0.69849,0.22257,0.33758,4

ROUGE-1+StopWordRemoval,FNS32071,32071.TXT,0.73857,0.14983,0.24912,4

ROUGE-2+StopWordRemoval,FNS32071,32071.TXT,0.38011,0.06549,0.11173,4

ROUGE-SU4+StopWordRemoval,FNS32071,32071.TXT,0.49073,0.08414,0.14365,4

ROUGE-L+StopWordRemoval,FNS32072,32072.TXT,0.57895,0.20797,0.30601,3

ROUGE-1+StopWordRemoval,FNS32072,32072.TXT,0.57357,0.11953,0.19783,3

ROUGE-2+StopWordRemoval,FNS32072,32072.TXT,0.24621,0.04992,0.08301,3

ROUGE-SU4+StopWordRemoval,FNS32072,32072.TXT,0.32423,0.06564,0.10918,3

ROUGE-L+StopWordRemoval,FNS32074,32074.TXT,0.53503,0.14359,0.22641,4

ROUGE-1+StopWordRemoval,FNS32074,32074.TXT,0.61475,0.10629,0.18124,4

ROUGE-2+StopWordRemoval,FNS32074,32074.TXT,0.18860,0.03212,0.05490,4

ROUGE-SU4+StopWordRemoval,FNS32074,32074.TXT,0.30769,0.05327,0.09081,4

ROUGE-L+StopWordRemoval,FNS32196,32196.TXT,0.53201,0.19436,0.28471,3

ROUGE-1+StopWordRemoval,FNS32196,32196.TXT,0.54492,0.16398,0.25210,3

ROUGE-2+StopWordRemoval,FNS32196,32196.TXT,0.19932,0.05467,0.08580,3

ROUGE-SU4+StopWordRemoval,FNS32196,32196.TXT,0.31855,0.08656,0.13613,3

ROUGE-L+StopWordRemoval,FNS32197,32197.TXT,0.65328,0.14910,0.24279,3

ROUGE-1+StopWordRemoval,FNS32197,32197.TXT,0.68620,0.07707,0.13858,3

ROUGE-2+StopWordRemoval,FNS32197,32197.TXT,0.32905,0.02580,0.04785,3

ROUGE-SU4+StopWordRemoval,FNS32197,32197.TXT,0.45470,0.03916,0.07211,3

ROUGE-L+StopWordRemoval,FNS32879,32879.TXT,0.50685,0.17201,0.25685,3

ROUGE-1+StopWordRemoval,FNS32879,32879.TXT,0.52952,0.14141,0.22321,3

ROUGE-2+StopWordRemoval,FNS32879,32879.TXT,0.15018,0.04063,0.06396,3

ROUGE-SU4+StopWordRemoval,FNS32879,32879.TXT,0.25186,0.07173,0.11166,3

ROUGE-L+StopWordRemoval,FNS31306,31306.TXT,0.68021,0.20103,0.31034,3

ROUGE-1+StopWordRemoval,FNS31306,31306.TXT,0.66507,0.13953,0.23067,3

ROUGE-2+StopWordRemoval,FNS31306,31306.TXT,0.39435,0.07636,0.12794,3

ROUGE-SU4+StopWordRemoval,FNS31306,31306.TXT,0.45374,0.09209,0.15311,3

ROUGE-L+StopWordRemoval,FNS31794,31794.TXT,0.57025,0.21370,0.31089,3

ROUGE-1+StopWordRemoval,FNS31794,31794.TXT,0.42530,0.13694,0.20717,3

ROUGE-2+StopWordRemoval,FNS31794,31794.TXT,0.21215,0.05262,0.08432,3

ROUGE-SU4+StopWordRemoval,FNS31794,31794.TXT,0.29902,0.07876,0.12468,3

ROUGE-L+StopWordRemoval,FNS32886,32886.TXT,0.57731,0.16734,0.25947,4

ROUGE-1+StopWordRemoval,FNS32886,32886.TXT,0.63579,0.11129,0.18942,4

ROUGE-2+StopWordRemoval,FNS32886,32886.TXT,0.24512,0.04077,0.06992,4

ROUGE-SU4+StopWordRemoval,FNS32886,32886.TXT,0.35676,0.06039,0.10330,4

ROUGE-L+StopWordRemoval,FNS31677,31677.TXT,0.38416,0.22190,0.28130,3

ROUGE-1+StopWordRemoval,FNS31677,31677.TXT,0.51368,0.21004,0.29817,3

ROUGE-2+StopWordRemoval,FNS31677,31677.TXT,0.18100,0.07348,0.10452,3

ROUGE-SU4+StopWordRemoval,FNS31677,31677.TXT,0.29870,0.12336,0.17461,3

ROUGE-L+StopWordRemoval,FNS31315,31315.TXT,0.34571,0.23617,0.28063,3

ROUGE-1+StopWordRemoval,FNS31315,31315.TXT,0.49614,0.21374,0.29876,3

ROUGE-2+StopWordRemoval,FNS31315,31315.TXT,0.13187,0.06241,0.08473,3

ROUGE-SU4+StopWordRemoval,FNS31315,31315.TXT,0.22162,0.11152,0.14838,3

ROUGE-L+StopWordRemoval,FNS31678,31678.TXT,0.56331,0.22931,0.32594,4

ROUGE-1+StopWordRemoval,FNS31678,31678.TXT,0.61314,0.12866,0.21269,4

ROUGE-2+StopWordRemoval,FNS31678,31678.TXT,0.26843,0.04916,0.08310,4

ROUGE-SU4+StopWordRemoval,FNS31678,31678.TXT,0.37398,0.06731,0.11409,4

ROUGE-L+StopWordRemoval,FNS31316,31316.TXT,0.59150,0.20833,0.30814,4

ROUGE-1+StopWordRemoval,FNS31316,31316.TXT,0.64427,0.15304,0.24732,4

ROUGE-2+StopWordRemoval,FNS31316,31316.TXT,0.28766,0.06806,0.11008,4

ROUGE-SU4+StopWordRemoval,FNS31316,31316.TXT,0.38549,0.09069,0.14683,4

ROUGE-L+StopWordRemoval,FNS33053,33053.TXT,0.57836,0.13152,0.21430,3

ROUGE-1+StopWordRemoval,FNS33053,33053.TXT,0.52679,0.05992,0.10761,3

ROUGE-2+StopWordRemoval,FNS33053,33053.TXT,0.18432,0.01886,0.03422,3

ROUGE-SU4+StopWordRemoval,FNS33053,33053.TXT,0.28066,0.02641,0.04827,3

ROUGE-L+StopWordRemoval,FNS33054,33054.TXT,0.59090,0.19834,0.29700,3

ROUGE-1+StopWordRemoval,FNS33054,33054.TXT,0.63399,0.09605,0.16682,3

ROUGE-2+StopWordRemoval,FNS33054,33054.TXT,0.26562,0.03890,0.06787,3

ROUGE-SU4+StopWordRemoval,FNS33054,33054.TXT,0.35847,0.05286,0.09213,3

ROUGE-L+StopWordRemoval,FNS33057,33057.TXT,0.80498,0.32060,0.45857,4

ROUGE-1+StopWordRemoval,FNS33057,33057.TXT,0.72215,0.26614,0.38894,4

ROUGE-2+StopWordRemoval,FNS33057,33057.TXT,0.53778,0.20685,0.29877,4

ROUGE-SU4+StopWordRemoval,FNS33057,33057.TXT,0.57807,0.22469,0.32360,4

ROUGE-L+StopWordRemoval,FNS30907,30907.TXT,0.47335,0.20696,0.28800,3

ROUGE-1+StopWordRemoval,FNS30907,30907.TXT,0.55740,0.13961,0.22329,3

ROUGE-2+StopWordRemoval,FNS30907,30907.TXT,0.19887,0.04909,0.07875,3

ROUGE-SU4+StopWordRemoval,FNS30907,30907.TXT,0.30552,0.07260,0.11732,3

ROUGE-L+StopWordRemoval,FNS32092,32092.TXT,0.59120,0.27359,0.37407,4

ROUGE-1+StopWordRemoval,FNS32092,32092.TXT,0.62585,0.19946,0.30250,4

ROUGE-2+StopWordRemoval,FNS32092,32092.TXT,0.29849,0.09077,0.13921,4

ROUGE-SU4+StopWordRemoval,FNS32092,32092.TXT,0.38256,0.12060,0.18338,4

ROUGE-L+StopWordRemoval,FNS32648,32648.TXT,0.47841,0.20769,0.28964,3

ROUGE-1+StopWordRemoval,FNS32648,32648.TXT,0.56591,0.12523,0.20508,3

ROUGE-2+StopWordRemoval,FNS32648,32648.TXT,0.21779,0.04772,0.07829,3

ROUGE-SU4+StopWordRemoval,FNS32648,32648.TXT,0.28997,0.06719,0.10910,3

ROUGE-L+StopWordRemoval,FNS31319,31319.TXT,0.53187,0.23895,0.32975,3

ROUGE-1+StopWordRemoval,FNS31319,31319.TXT,0.53606,0.12953,0.20865,3

ROUGE-2+StopWordRemoval,FNS31319,31319.TXT,0.21546,0.04536,0.07495,3

ROUGE-SU4+StopWordRemoval,FNS31319,31319.TXT,0.30939,0.06507,0.10752,3

ROUGE-L+StopWordRemoval,FNS30901,30901.TXT,0.48730,0.38815,0.43211,3

ROUGE-1+StopWordRemoval,FNS30901,30901.TXT,0.55126,0.33710,0.41837,3

ROUGE-2+StopWordRemoval,FNS30901,30901.TXT,0.20031,0.12745,0.15578,3

ROUGE-SU4+StopWordRemoval,FNS30901,30901.TXT,0.30645,0.18688,0.23217,3

ROUGE-L+StopWordRemoval,FNS32408,32408.TXT,0.75490,0.22882,0.35118,3

ROUGE-1+StopWordRemoval,FNS32408,32408.TXT,0.76720,0.14250,0.24036,3

ROUGE-2+StopWordRemoval,FNS32408,32408.TXT,0.47512,0.09896,0.16380,3

ROUGE-SU4+StopWordRemoval,FNS32408,32408.TXT,0.55088,0.11206,0.18623,3

ROUGE-L+StopWordRemoval,FNS30902,30902.TXT,0.49089,0.27086,0.34910,3

ROUGE-1+StopWordRemoval,FNS30902,30902.TXT,0.53737,0.19331,0.28433,3

ROUGE-2+StopWordRemoval,FNS30902,30902.TXT,0.19358,0.06007,0.09169,3

ROUGE-SU4+StopWordRemoval,FNS30902,30902.TXT,0.30415,0.09896,0.14933,3

ROUGE-L+StopWordRemoval,FNS30903,30903.TXT,0.53693,0.16618,0.25381,3

ROUGE-1+StopWordRemoval,FNS30903,30903.TXT,0.48849,0.13599,0.21275,3

ROUGE-2+StopWordRemoval,FNS30903,30903.TXT,0.19085,0.05344,0.08350,3

ROUGE-SU4+StopWordRemoval,FNS30903,30903.TXT,0.27060,0.07726,0.12020,3

ROUGE-L+StopWordRemoval,FNS30904,30904.TXT,0.49952,0.14631,0.22632,3

ROUGE-1+StopWordRemoval,FNS30904,30904.TXT,0.57039,0.07345,0.13015,3

ROUGE-2+StopWordRemoval,FNS30904,30904.TXT,0.19610,0.02322,0.04152,3

ROUGE-SU4+StopWordRemoval,FNS30904,30904.TXT,0.30303,0.03649,0.06514,3

ROUGE-L+StopWordRemoval,FNS30790,30790.TXT,0.54573,0.16996,0.25920,4

ROUGE-1+StopWordRemoval,FNS30790,30790.TXT,0.54062,0.13196,0.21214,4

ROUGE-2+StopWordRemoval,FNS30790,30790.TXT,0.21200,0.04903,0.07965,4

ROUGE-SU4+StopWordRemoval,FNS30790,30790.TXT,0.31260,0.07151,0.11639,4

ROUGE-L+StopWordRemoval,FNS32179,32179.TXT,0.54050,0.19462,0.28619,3

ROUGE-1+StopWordRemoval,FNS32179,32179.TXT,0.49314,0.14819,0.22789,3

ROUGE-2+StopWordRemoval,FNS32179,32179.TXT,0.14979,0.04916,0.07403,3

ROUGE-SU4+StopWordRemoval,FNS32179,32179.TXT,0.24311,0.07647,0.11634,3

ROUGE-L+StopWordRemoval,FNS33027,33027.TXT,0.57961,0.21172,0.31015,4

ROUGE-1+StopWordRemoval,FNS33027,33027.TXT,0.60683,0.12902,0.21280,4

ROUGE-2+StopWordRemoval,FNS33027,33027.TXT,0.21398,0.04206,0.07030,4

ROUGE-SU4+StopWordRemoval,FNS33027,33027.TXT,0.33513,0.06558,0.10969,4

ROUGE-L+StopWordRemoval,FNS33029,33029.TXT,0.47103,0.26060,0.33555,3

ROUGE-1+StopWordRemoval,FNS33029,33029.TXT,0.53817,0.20748,0.29950,3

ROUGE-2+StopWordRemoval,FNS33029,33029.TXT,0.14723,0.05448,0.07953,3

ROUGE-SU4+StopWordRemoval,FNS33029,33029.TXT,0.27192,0.09745,0.14347,3

ROUGE-L+StopWordRemoval,FNS32854,32854.TXT,0.41568,0.19922,0.26935,3

ROUGE-1+StopWordRemoval,FNS32854,32854.TXT,0.46176,0.15429,0.23129,3

ROUGE-2+StopWordRemoval,FNS32854,32854.TXT,0.12505,0.03267,0.05181,3

ROUGE-SU4+StopWordRemoval,FNS32854,32854.TXT,0.23778,0.06952,0.10759,3

ROUGE-L+StopWordRemoval,FNS32734,32734.TXT,0.85826,0.16725,0.27995,3

ROUGE-1+StopWordRemoval,FNS32734,32734.TXT,0.74537,0.08784,0.15716,3

ROUGE-2+StopWordRemoval,FNS32734,32734.TXT,0.61778,0.06796,0.12245,3

ROUGE-SU4+StopWordRemoval,FNS32734,32734.TXT,0.65372,0.07240,0.13036,3

ROUGE-L+StopWordRemoval,FNS31766,31766.TXT,0.50312,0.25100,0.33491,3

ROUGE-1+StopWordRemoval,FNS31766,31766.TXT,0.52986,0.20627,0.29695,3

ROUGE-2+StopWordRemoval,FNS31766,31766.TXT,0.16952,0.07250,0.10156,3

ROUGE-SU4+StopWordRemoval,FNS31766,31766.TXT,0.27926,0.11278,0.16067,3

ROUGE-L+StopWordRemoval,FNS31646,31646.TXT,0.59164,0.22189,0.32274,3

ROUGE-1+StopWordRemoval,FNS31646,31646.TXT,0.56895,0.14667,0.23322,3

ROUGE-2+StopWordRemoval,FNS31646,31646.TXT,0.26052,0.05740,0.09408,3

ROUGE-SU4+StopWordRemoval,FNS31646,31646.TXT,0.35431,0.08103,0.13189,3

ROUGE-L+StopWordRemoval,FNS32170,32170.TXT,0.48797,0.24079,0.32246,4

ROUGE-1+StopWordRemoval,FNS32170,32170.TXT,0.51613,0.20726,0.29575,4

ROUGE-2+StopWordRemoval,FNS32170,32170.TXT,0.18601,0.07404,0.10592,4

ROUGE-SU4+StopWordRemoval,FNS32170,32170.TXT,0.28152,0.10920,0.15736,4

ROUGE-L+StopWordRemoval,FNS32051,32051.TXT,0.50647,0.20772,0.29461,3

ROUGE-1+StopWordRemoval,FNS32051,32051.TXT,0.57436,0.18394,0.27864,3

ROUGE-2+StopWordRemoval,FNS32051,32051.TXT,0.21328,0.06580,0.10058,3

ROUGE-SU4+StopWordRemoval,FNS32051,32051.TXT,0.31874,0.10028,0.15256,3

ROUGE-L+StopWordRemoval,FNS30796,30796.TXT,0.48008,0.27727,0.35152,3

ROUGE-1+StopWordRemoval,FNS30796,30796.TXT,0.51110,0.20973,0.29742,3

ROUGE-2+StopWordRemoval,FNS30796,30796.TXT,0.14836,0.06211,0.08757,3

ROUGE-SU4+StopWordRemoval,FNS30796,30796.TXT,0.25303,0.10262,0.14602,3

ROUGE-L+StopWordRemoval,FNS30795,30795.TXT,0.47674,0.21229,0.29377,4

ROUGE-1+StopWordRemoval,FNS30795,30795.TXT,0.42933,0.17282,0.24644,4

ROUGE-2+StopWordRemoval,FNS30795,30795.TXT,0.16177,0.05601,0.08321,4

ROUGE-SU4+StopWordRemoval,FNS30795,30795.TXT,0.24473,0.08778,0.12921,4

ROUGE-L+StopWordRemoval,FNS32176,32176.TXT,0.46248,0.28517,0.35280,3

ROUGE-1+StopWordRemoval,FNS32176,32176.TXT,0.55072,0.22311,0.31756,3

ROUGE-2+StopWordRemoval,FNS32176,32176.TXT,0.19756,0.08127,0.11516,3

ROUGE-SU4+StopWordRemoval,FNS32176,32176.TXT,0.29513,0.11689,0.16746,3

ROUGE-L+StopWordRemoval,FNS32177,32177.TXT,0.57560,0.16971,0.26213,4

ROUGE-1+StopWordRemoval,FNS32177,32177.TXT,0.58952,0.08943,0.15530,4

ROUGE-2+StopWordRemoval,FNS32177,32177.TXT,0.25162,0.02947,0.05277,4

ROUGE-SU4+StopWordRemoval,FNS32177,32177.TXT,0.35453,0.04366,0.07774,4

ROUGE-L+StopWordRemoval,FNS32180,32180.TXT,0.59939,0.24314,0.34594,4

ROUGE-1+StopWordRemoval,FNS32180,32180.TXT,0.59887,0.20347,0.30375,4

ROUGE-2+StopWordRemoval,FNS32180,32180.TXT,0.30496,0.09324,0.14281,4

ROUGE-SU4+StopWordRemoval,FNS32180,32180.TXT,0.38027,0.12560,0.18883,4

ROUGE-L+StopWordRemoval,FNS31889,31889.TXT,0.71688,0.28734,0.41025,4

ROUGE-1+StopWordRemoval,FNS31889,31889.TXT,0.72792,0.22780,0.34700,4

ROUGE-2+StopWordRemoval,FNS31889,31889.TXT,0.44043,0.14608,0.21939,4

ROUGE-SU4+StopWordRemoval,FNS31889,31889.TXT,0.49853,0.17084,0.25447,4

ROUGE-L+StopWordRemoval,FNS31648,31648.TXT,0.53263,0.27936,0.36649,4

ROUGE-1+StopWordRemoval,FNS31648,31648.TXT,0.60815,0.17679,0.27395,4

ROUGE-2+StopWordRemoval,FNS31648,31648.TXT,0.22801,0.06536,0.10160,4

ROUGE-SU4+StopWordRemoval,FNS31648,31648.TXT,0.34263,0.09359,0.14702,4

ROUGE-L+StopWordRemoval,FNS31769,31769.TXT,0.59012,0.19670,0.29505,4

ROUGE-1+StopWordRemoval,FNS31769,31769.TXT,0.60419,0.14648,0.23579,4

ROUGE-2+StopWordRemoval,FNS31769,31769.TXT,0.23832,0.04934,0.08175,4

ROUGE-SU4+StopWordRemoval,FNS31769,31769.TXT,0.36154,0.07627,0.12596,4

ROUGE-L+StopWordRemoval,FNS32616,32616.TXT,0.54838,0.28196,0.37243,4

ROUGE-1+StopWordRemoval,FNS32616,32616.TXT,0.59965,0.20926,0.31025,4

ROUGE-2+StopWordRemoval,FNS32616,32616.TXT,0.24822,0.08197,0.12324,4

ROUGE-SU4+StopWordRemoval,FNS32616,32616.TXT,0.34735,0.11226,0.16968,4

ROUGE-L+StopWordRemoval,FNS32859,32859.TXT,0.43362,0.25528,0.32136,3

ROUGE-1+StopWordRemoval,FNS32859,32859.TXT,0.58189,0.16075,0.25190,3

ROUGE-2+StopWordRemoval,FNS32859,32859.TXT,0.16817,0.04306,0.06857,3

ROUGE-SU4+StopWordRemoval,FNS32859,32859.TXT,0.30901,0.07253,0.11748,3

ROUGE-L+StopWordRemoval,FNS33037,33037.TXT,0.54464,0.18639,0.27774,3

ROUGE-1+StopWordRemoval,FNS33037,33037.TXT,0.58502,0.10650,0.18019,3

ROUGE-2+StopWordRemoval,FNS33037,33037.TXT,0.21013,0.03638,0.06203,3

ROUGE-SU4+StopWordRemoval,FNS33037,33037.TXT,0.31251,0.05745,0.09706,3

ROUGE-L+StopWordRemoval,FNS31650,31650.TXT,0.50408,0.20316,0.28960,3

ROUGE-1+StopWordRemoval,FNS31650,31650.TXT,0.61141,0.13134,0.21623,3

ROUGE-2+StopWordRemoval,FNS31650,31650.TXT,0.22552,0.04609,0.07654,3

ROUGE-SU4+StopWordRemoval,FNS31650,31650.TXT,0.35157,0.06921,0.11565,3

ROUGE-L+StopWordRemoval,FNS33036,33036.TXT,0.53838,0.17805,0.26761,3

ROUGE-1+StopWordRemoval,FNS33036,33036.TXT,0.54742,0.09271,0.15857,3

ROUGE-2+StopWordRemoval,FNS33036,33036.TXT,0.18744,0.02864,0.04969,3

ROUGE-SU4+StopWordRemoval,FNS33036,33036.TXT,0.28960,0.04640,0.07999,3

ROUGE-L+StopWordRemoval,FNS33039,33039.TXT,0.48375,0.23693,0.31807,3

ROUGE-1+StopWordRemoval,FNS33039,33039.TXT,0.57335,0.13300,0.21592,3

ROUGE-2+StopWordRemoval,FNS33039,33039.TXT,0.17415,0.03685,0.06083,3

ROUGE-SU4+StopWordRemoval,FNS33039,33039.TXT,0.29261,0.06327,0.10404,3

ROUGE-L+StopWordRemoval,FNS33038,33038.TXT,0.53277,0.20423,0.29528,3

ROUGE-1+StopWordRemoval,FNS33038,33038.TXT,0.60053,0.10836,0.18360,3

ROUGE-2+StopWordRemoval,FNS33038,33038.TXT,0.21601,0.03787,0.06444,3

ROUGE-SU4+StopWordRemoval,FNS33038,33038.TXT,0.32666,0.05741,0.09766,3

